id_seller,ticket_medio_vendas,variação total,amount_orders,dias_olist
01c8e900-e89f-4651-bf31-c8fada2ba3be,43.800000000000004,0,18,530
01d181bf-0c63-4919-976a-287271c4786d,128.83,0.4465901183020181,19,258
01df6cc8-8666-48e3-b37a-8bb51884166d,98.96000000000001,1.1787641753873677,1368,530
01e3a19c-17b0-49ab-88fc-4164c7ae8542,45.84,0,5,82
01e6b6aa-fcf8-4b0c-8b2d-5cd4368d8c7a,188.56,3.785596149513176,298,530
01ea98ba-2c3b-4c9d-a97b-51b5fd97d784,68.94,1.3391388020206882,38,256
01f3b5df-1608-4408-85b5-34e494d4c236,64.9,3.1419497596700667,1502,530
020050f9-81fb-4797-8f0a-3aff2f6ceb1a,69.18,0.15945044420225238,119,392
021516b5-82dd-4cdf-8f29-367a1327dcca,297.28000000000003,0,48,421
02195212-ea96-480d-a3c0-0552701779af,72.45,1.298854613168435,284,530
021d1435-fdfc-4b99-bab5-21eba2ba1339,95.67,8.163501934594118,307,172
021f220e-0e41-4c2b-becb-e532bc00d861,126.7,2.3490530515046357,122,530
0235392b-f5f7-41cc-b7f4-f42980a09c2a,60.65,0,30,572
0261594e-cde4-4551-8941-15fa3ff48b55,66.94,1.4188358640636298,40,328
0262cd84-18c0-4019-a5d0-7f16e21cc954,268.84000000000003,2.4184881987228177,163,336
026436e3-6b2b-4dbe-b0e8-e9748a254fbb,94.98,0,28,530
026b55d9-6d9e-4128-af25-36019234fd5e,64.56,0.42866750919692675,210,237
026f2c57-c1f8-414c-9e81-f00b4180da22,70.14,0,14,530
028ccac2-2abf-4bce-a5e0-e5404e62c3df,187.37,0.020878898555045627,75,315
02943ff1-bfa7-4968-bdb0-0135a7e4aa7f,42.230000000000004,0.9386488398274437,10659,460
029bf572-7bd8-42d5-90cb-35f1fbf7f3dd,481.94,0,42,530
02c346e7-ef96-402f-aa64-fe4142bd34c8,131.38,0,6,300
02c985c8-ebd7-4dee-b011-741dc20c61ff,99.86,0,62,539
02d8fe95-b02c-4ec9-af7e-b116878e8c88,80.80000000000001,10.905445503369354,1988,530
02e0748f-30fd-4089-b045-3a8c86bdba47,281.26,0,23,0
02edc861-7dd8-4af8-98b4-5af050f3d12d,38.02,2.0622053208428017,147,530
02f26dfa-7fa2-4ffd-9091-3e61ad55c3e5,66.47,4.707247534821218,408,558
02f42e15-f43b-4223-8535-3de9942ceddb,79.32000000000001,1.1309607964213566,440,202
02f64982-a3f8-465e-b177-cb5cfd5eda39,60.63,2.8346603692297867,217,147
02f79508-8910-424a-91ee-5cc88b232e59,70.31,1.4017981551070486,11879,483
02ff556a-e667-4f9a-9f85-7f9e6015e687,34.99,0,2,8
03055134-4dc8-4003-b7a4-bad62617c9e5,61.75,0.20576194713069523,261,173
030bc9c5-cb3e-4b8e-b8a1-aef9afc5985e,321.07,2.9777471480102053,202,365
030cd02b-d539-45db-8c6f-014dd7ec5453,100.38,0,56,46
03125e27-944e-4d73-b42e-b4175616ef64,59.89,0,10,546
0317dce8-ddd6-4996-9612-4e4d627094b4,153.61,0,341,62
033afd9c-f6f0-412b-b33f-f2afa264ba94,84.92,0,30,22
035847fb-d707-42bd-96c4-133ac4d3d0ad,98.66,0.10123643907560383,1756,530
0359dad8-c404-48ab-8f77-17ce990cb094,354.98,0.056170242039969266,22,244
03675111-0920-4fe0-a16e-ccdf83043d5a,85.97,0.5019192384461845,34,530
0368e8b1-5eb9-4960-bb8e-8db9d3454b7d,158.49,0,2,19
036ef5d5-a58e-48ae-a3c2-55735daa5f37,77.04,0.9605988671098937,929,454
03749031-45f4-4291-9085-6dceec7318e3,70.89,2.2411244409424356,232,126
03799562-01e8-4aec-bf40-ced8c1188ea8,32.04,0,11,530
037a36b6-f70b-4921-ba41-7dbf8877bca9,53.230000000000004,0.7832504951605068,578,482
037fa68d-aa8f-47af-9a75-2ac5f59908fa,101.93,0,2,391
03945e22-e37b-4a92-87bc-47a0a5e4eba2,136.79,0,8,530
039b52b4-83e4-412d-99c6-f8976cd3ad2d,183,1.6790441582481845,283,482
039d21a3-9d9e-4040-9394-9844d3f1c8d2,204.75,0.5630606929228674,510,530
039f1369-a7f1-4d00-b513-e9a9f3e305f5,129.32,0,24,386
03b6b03e-e93d-4bd0-b749-cee376ec0737,33.42,0,862,82
03c17ee9-b700-4cf6-a845-b07e05d724e4,140.4,0.8665946014688582,24,415
03c75ef4-eb99-4a2c-9556-e288f9ff07cc,56.2,1.6253591505309177,30,482
03c9f498-e7c3-4563-89eb-770dced91f6b,100.24000000000001,1.3184730335990704,805,530
03ca2277-cd30-4d48-be97-93627e27964f,102.12,2.179979786085026,4572,378
03ca2eba-7447-4ed3-972b-a2f30caa140d,1073.1000000000001,0,9,578
03cf3f2b-6f24-4754-acb6-f49cfc8727b8,154.93,0.6999087889974188,940,570
03d09ae2-f529-44fa-b3f4-25ebf395a7fd,155.33,0.08972189076620088,256,391
03d3c3c1-ab9f-4647-84e2-d2ce254b1d56,49.370000000000005,0,149,126
03d544f8-7c98-4b4e-8518-35280cac91fd,59.050000000000004,0.059593421085371634,394,530
04097884-b0a6-4c2a-8d67-4d1cd77612cc,58.480000000000004,0,97,104
040b36f0-8bb6-4e9d-937d-47f46373046b,289.6,0,12,68
040b58f5-2419-4d05-b492-15e973a22020,210.76,3.228186297294785,23,530
0418622f-70d1-4262-8aec-4fdd6653bc9a,88.74,0.9981126689824166,1003,532
04269c2b-5133-4645-a7db-1b67eff0cfad,219.57,0,13,420
0427ace2-dae4-4c7f-b8f1-3803d64a4aca,138.95000000000002,0,148,530
042abd95-bf0d-4a2b-a7bc-dcbaa70a0230,90.22,2.8304954229363926,420,379
043ed236-0698-4dee-a3c8-6e52f5e11064,152.77,12.484633157504685,26,530
044be8ba-3607-4424-bb1d-53bfdaf1fdaf,71.27,0.28231842150025516,28,323
045973ff-6429-49bd-91f7-72f3cdebd63d,60.7,1.1274727078716245,39,412
04679ab5-2f4f-4a36-96c7-62a9e53642ff,270.48,0,30,0
046e818e-1dd9-48e8-bf12-f4d466321e1b,90.61,4.0860426845385796,447,530
046e8934-bb0d-45fb-be44-ecc643e37371,95.34,0,14,288
04844be7-e0db-49cd-a044-c0dfdfe72708,201.29,0,15,315
0484e18e-cbd6-4ab1-aa89-3e4dde41b4e0,154.18,0.27599372156449126,3789,530
0488df26-ea9b-4c18-a07d-b27640ac1a3c,56.69,1.1476810956324144,877,530
04953b64-8b0d-48f4-aa1e-556c059cec63,96.48,6.145560237203496,359,345
04a7b6a5-e386-48b1-b298-6d04650e343b,155.28,0.5383416493994619,1344,419
04aa43fa-0a67-45fc-9b0d-220cac6764e1,117.87,5.4946263202776695,3819,309
04afc806-b5eb-460b-9670-6a1a19aba312,163.66,1.4507644430074251,1741,0
04b98083-e7b8-4ade-b14d-795ee9f7970f,80.49,0.9463996642484563,41,530
04c492d0-f933-48aa-b47c-86b24b8829ee,90.11,0,12,575
04d155cd-6cd9-4ca8-944c-7c0ee9b64947,39.94,2.699553935285625,19854,530
04d9c094-3186-4d02-a6b5-6e3bead0e736,127.97,0,82,397
04dc61c6-1d07-4893-8246-dc540cb5fb42,459.67,2.640679668398218,208,530
051e00f4-f35c-4351-b758-d9c86bbe7973,180.65,0,138,286
0526d602-8d2c-43d4-ba55-cc9f0fba3a8d,143.05,1.6586555485750185,41,201
052d37f5-83dd-4738-8443-e8052dd6dbaf,153.83,18.77590176515733,100,241
053ce44f-e42d-441f-9224-63c85aa437c2,70.8,0,38,530
053fb5cc-2560-4777-bed9-398567b6bd96,89.42,0,41,590
05463aea-9bcd-4dfc-8766-8e750cabb86c,110.71000000000001,0,977,530
054a508f-af93-484a-843e-6d236ae95124,371.29,0.14989105180155776,53,530
054a721b-fe1d-442e-854c-6a2b628387b8,101.96000000000001,0.6495723180169521,830,264
054ee72e-37ef-48e6-a8c0-940398ef01ff,256.09000000000003,0,20,530
0554fed1-7061-4b61-922a-3e873cbfa8f8,94.60000000000001,0,26,364
05566a39-062f-4fec-aca1-ed184e9cc9ee,142.73,0,118,530
055b9d1a-6c4f-4214-a29c-1097c3c7e034,119,4.516340529677905,104,284
055c2eee-39f9-4eea-a2ce-a75096ef2340,125.05,0,4,197
0561ad7a-a5fe-4e5d-83ba-35fc6b403a6b,70.79,14.75904700414874,1384,273
05760a7b-cb41-409c-b90d-e816ca24e907,86.31,0,3,5
0580e386-8fc0-4ff0-8e15-076f60d71837,35.18,0,7,339
058975c7-a705-4e0a-880f-8c487bb492af,42.25,0.8363891764010054,26,362
058c69e2-68db-4002-b423-520b308997f2,45.58,0.4233643369651874,1423,530
059cd09f-76bf-42d9-bbf5-96bcd0db282d,112.51,0,4,462
05a36ea3-3a2b-4ced-b5fb-740e43dbde2e,47.81,0,134,530
05ace235-745d-4e83-b5dd-8402633fdc68,124.01,5.189695584659108,942,530
05b076aa-e283-48a1-b5d3-3b680ea61dcd,81.49,0,8,447
05b389c9-1fe5-4a7e-b543-d578665575dc,349.47,4.160611401070969,74,292
05c87dd6-e705-462a-89d9-b38606732e89,104.65,0,25,407
05cade29-57a4-4333-9bc8-44be2786f83f,108.58,1.5599300022576499,2300,573
05cc7f98-9491-4cec-b966-2196c01fb818,211.56,4.022875489114076,26,354
05cd0507-41b1-4e14-ac1a-4051391eefc0,56.03,0,47,414
05d7a795-233b-439f-b33d-94708ed4ebe5,239.55,1.2296898385394752,295,530
05e2a930-d09b-4369-8986-cc25f86302a1,109.72,2.0051184013089114,1466,530
05ebd0d7-b37f-4c0c-911e-e38bca6120d3,87.13,0,8,530
05ede788-4d28-4a94-aeeb-5fafbdb081e5,116.99000000000001,0.028223596842432648,242,0
05fb6f4a-2dbe-41f5-a4f2-330fcefa498f,39.93,0.1595083152566884,32,574
05fc83dd-8a9a-4406-a036-36202aa88ae0,59.45,3.3178091872791518,110,530
0620c3b2-1e89-4916-8e33-9efa6e9f46d6,118.75,0.39646582482034787,148,385
0623975b-e8d8-4b47-a55d-543bcc8787e1,148.19,39.61975308641975,147,530
063d725c-5c98-480c-a814-65dd3e44360a,109.75,0.7143382646941224,622,530
063fea2b-9075-4259-b43c-b195f75e9223,109.06,1.2349186667847547,141,530
0649f307-921f-42e5-af3a-f1e7c221824f,89.17,3.344848214054924,1697,530
064ddc0b-f9b1-45cb-9c63-6d24ee1a99d2,74.10000000000001,0,10,546
06521cd9-e858-44f3-8540-4302c215901b,96.33,0.3842024539877301,39,427
0654e023-662a-449e-99f6-3f96ae37630f,155.67000000000002,0,127,418
0678d65e-e28f-4d81-a4d6-0b09ef9a27ea,48.36,3.2741399723738733,2727,530
068074a1-f495-4f3b-a61d-326d5bd3cf10,234.15,0.2876689647864471,79,431
0680a921-9105-4b3a-a5e9-d30c6d464400,81.01,0,7,371
0682dc47-020b-430c-8063-10ff0f8c7d7c,63.72,2.510654130711659,86,172
068a7448-d648-4304-9fbb-f4390a95fd51,464.61,0,13,545
06941e72-fceb-43d5-aca9-67d1aa67cd36,193.78,4.096274434461277,1790,336
0698576f-57f8-42c5-89e3-f49e2fea1131,271.93,0,17,207
06bcbac0-25ed-493f-bf50-13aaed680d30,201.5,2.4486583421891606,1587,490
06c40048-0d5b-44e3-b0e2-a897fea5b8f0,68.77,0.39681656191779346,139,530
06c7141d-463d-4f7f-ac75-85f82f24b90b,53.94,0,2,56
06cd7bdf-4228-4180-8967-dc79bbc60495,44.980000000000004,0,210,530
06ce18d9-3325-4df7-80d6-d3ceb55ba2d7,134.36,1.164129622711991,154,237
06ce512d-ef9b-4343-b203-4c161d8cba9b,566.95,0.4844615300260142,17,116
06d71e79-8860-41f2-848c-5a47c28546d2,1644,0,3,499
06d775d1-13d7-4a26-8658-f36d06bdb8c7,107.5,0,64,550
06e4958b-f6bb-4e1f-bb2e-14db172947e7,54.400000000000006,1.2242514555031883,375,530
06e59ab9-3013-4d74-a99f-fcf5bf09723d,103.7,0.42939213525685954,1055,422
06e97d30-67e2-4c78-a72d-6de4e6abbeb0,89.94,7.735202604920406,317,530
06ec4dbe-edd4-4e4f-bf2f-3b0b8901a8d2,231.96,11.595541119624379,1072,407
06efd76b-3ce1-44af-98bd-dcb4e0e6bcc5,42.13,0.5711553784860559,70,530
06fb343d-b316-4587-82bd-9b1ca0bc56c6,68.86,0,9,8
06fedd2c-73e6-45b6-b0fe-96a433c8bd81,113.36,0,43,96
0703154d-5c9c-4fbe-ba19-761167f92fa2,64.55,1.1793033236683061,698,530
07143187-3c97-4e49-a1aa-5701c8847a0f,70.79,27.7941053099092,1442,497
071fd089-6de4-4903-b1b1-fab0b6121d4e,29.72,0,10,12
0725be31-6fbe-48c8-b600-84f2a39b06b4,208.87,0,3,231
072755e4-ca62-4d0f-b7ba-f60427c52884,145.99,0,8,371
07323332-1096-43cf-a68d-d68653a59000,122.58,0,2,530
074f3ea6-08a6-410d-84ee-36b3f8a7c94c,49.96,0,60,67
0754e421-4248-4831-b81c-6151152c33b7,140.54,0,14,18
075a0d25-5345-41c0-8023-8ebbd1d0758b,168.34,0,6,6
075a5fc7-b4b2-4b9e-a41f-c491e277de11,210.98000000000002,0,11,438
07614b3d-301e-4f5f-9543-4a6ef7e9031b,523.2,0,27,369
0767142c-a187-4ef7-9d4d-311fe657fccf,313.53000000000003,0,36,530
0768b9cc-df07-4ea5-a299-9a7b576e3cbd,76.4,0.49093706343171406,251,239
076bdb00-069d-4a9a-9465-f4572910a30a,112.08,1.745152747564551,61,230
0773d283-a698-49e0-bbf4-8fa79e9ed6b9,1213.18,0,10,362
077fc141-cc00-4493-b39a-5ddbbc743f61,150.37,0.1460113846757808,1867,216
07807ca1-1ca3-448d-a529-3f0837e8076c,47.11,0.5076053751742491,2537,536
0790a433-1df3-4939-bf24-ae825e30fee0,123.30000000000001,1.896497440021971,1660,530
07963d24-83f9-4290-a342-c403948533f7,104.79,0.6549880242856349,16,258
07a697fb-9565-454e-9cf0-566ecbae02f9,423.48,2.189268922758977,344,217
07a9874e-1462-4bc1-8c15-c2af99b13c98,210.67000000000002,1.8173473463980157,395,530
07b4b94c-e2fc-455c-bb43-daed1b3d74f7,61.410000000000004,1.5553353015605227,172,244
07b8dd85-5da1-4152-8e88-930a8c40ccc0,709.99,26.190774824544096,225,530
07bb788e-0bf1-4472-a9ec-d123618fabcd,68.46000000000001,0.14977596536273474,28,530
07bf437f-6ffe-401f-bca1-1fb267dc4d84,118.89,5.406516329362021,594,414
07c707fc-1df0-4acd-bb7c-44cbba3d00cf,133.96,0,17,351
07c9681a-53e3-4220-bc51-be79dd769ae6,226.68,0.39358836129657276,1892,391
07d1a5de-db31-43ea-921d-09b9615c826b,154.8,0,3,211
07d26114-46f9-4597-b30d-7001a501432a,90.91,0.023829770731169337,5292,216
07dcd34a-566f-43fd-956e-7bda1f0aca8c,413.70000000000005,0,83,530
07e16281-d508-4768-9732-9c47827a4089,37.71,0,14,383
07e59ab2-2777-4633-a9d7-6dd11388f28c,98.15,0,20,369
08276148-7c3a-46fa-b127-1c2a97455253,117.59,0,42,48
0829f7d4-2ffd-4c7b-b22b-4cc3e912b5a2,56.89,0.17437883797827117,42,379
084dbb41-e11c-481f-99dc-ec693dde5b50,43.42,0,58,263
085585f0-ed55-44c3-92d6-5abbc9762286,373.24,0,2,420
08565d6f-5808-46e5-81eb-ae126504ed60,146.55,1.3895660013390518,1886,530
0867047e-9dbc-4c1f-aebb-3b93cea526e2,77.74,2.612891573148638,1118,247
08692cf4-7726-48f8-bce1-ee7b850453e1,59.04,0,14,210
086f839a-e7b5-436d-b465-9b36a808f71b,661.35,3.044821410415835,4413,530
08789fb7-9fcc-4cb0-8de2-e42dac5d4de1,127.49000000000001,2.534928175613004,6698,530
08840d20-da1c-4247-8d11-c7faa035f6c0,97.57000000000001,2.5149111023310944,237,298
089ccfbd-240f-4c14-8f94-a3d2411605fd,34.72,3.3896538890956456,595,572
089e8306-5e7b-4e0f-991f-8d89bf6fe157,120.82000000000001,3.859144616408721,1707,530
08a3c440-0be0-4b91-b804-d9a9d9af9e6d,80.79,0.2277494864631013,629,438
08a9fbdb-b426-4479-9b92-605234c3b863,97.88,0,18,530
08b0983d-8926-4c2a-93d5-ab1b49254307,95.42,0.2196239021499003,145,594
08b0bd7c-de01-41d6-bc82-bc49941be339,171.5,0,128,530
08b0ce3a-fa9a-4a10-93d0-38f09e2c9a76,225.17000000000002,0,13,243
08b3eabc-9c17-4def-81a5-22fe356a072c,131.42000000000002,1.2545267489711935,20,530
08b7fdd8-be3e-4577-b356-0c679d892964,73.66,6.9087071240105535,164,467
08d5c62a-5247-43bc-8713-74581655dc17,59.09,0,2,218
08da74ab-097d-4cba-b703-ff9a6f71eff8,39.45,0.07206638604694568,963,504
08e0fd7e-eea6-48b1-9cfd-76a88dedcb14,72.63,0,15,95
08e2ab64-0c22-45ec-ad3f-d29da11df4c4,146.4,0.22500852479563532,363,453
08e5f85a-830c-4ee6-84b4-a5bfa9d12916,99.03,22.658450247560634,3997,313
0917044a-94ac-44d3-9f5a-45722ba64443,115.22,0,6,89
0919582d-96d9-4ba6-85e6-f21b37ca669f,469.84000000000003,0.14423547597578254,444,341
092af8ea-af18-4204-a14f-845d618dc70c,260.35,1.18285840373219,41,545
092fe9b6-26b3-4965-8460-20a0b15cbd11,123.05,0.5082385032588511,710,530
0931b16f-c2f9-41e3-91a8-7c4d5d696c11,110.79,11.579627082378112,1384,530
09357d27-6c0e-44fc-848c-6bc8c6e98028,157.72,3.1242681659725497,3455,530
09537f6a-5192-46ea-aec3-1cbaa859f95c,32.69,0,47,393
095591e0-d955-4826-9373-fe137c867579,206.15,0.8937602145752891,608,530
096afac9-6450-41a7-99bf-7498e1e23235,163.16,1.014763261484755,4967,582
0989dd2c-6b61-455c-b9ec-007fc9e74bf4,36.5,0,23,296
098b2281-323b-4051-910d-72650ab37b62,66.81,0,7,303
09a57432-a1d8-4ddc-8f76-8919679fba65,106.96000000000001,0,135,443
09ad1185-2284-4bec-92a1-d168471e948d,656.86,6.14991375071224,413,415
09bb88c9-fdf0-4568-b3a1-24473a48bdfa,87.38,0,26,368
09bc8f0e-005d-4181-a3dc-9e50f70edf1f,43.77,0,257,301
09ce3657-54bb-48bf-a5b7-1855762481d8,171.60000000000002,0,5,587
09d28f3d-842d-438b-bda3-6b25c8de737f,295.14,0,5,280
09d6facf-8161-45f4-9df8-db2ce2547b4a,225.53,6.4566268577157855,117,212
09dcbdba-87d5-4fed-9ea5-8f0fe7700f00,36.89,0,17,208
09e08a74-1719-4c2d-bb7b-5844c7152dae,266.15,162.80804272698714,210,272
09e6db3e-1c07-47c5-b834-5308d66a0721,77.02,1.6483538432517004,556,530
09f8d3cd-9edb-4725-9b23-e2b1ea130dcc,102.18,7.829466104160605,786,560
0a022c44-0202-4c77-880b-d3cece9459da,44.79,2.9092918564843515,211,272
0a063d35-eab6-43ec-865f-26abd3f6f48d,69.17,2.450609981813207,333,119
0a0d9510-9fb3-4572-a670-1ef98dad474c,154.47,0.21520328785685128,2498,530
0a1151ea-1b93-43cb-b155-989695b9a273,69.75,0,30,322
0a125d40-33ef-479a-8371-acc766e7cded,219.35,0.3543899657924743,21,530
0a1bc315-97ca-44a9-8766-23c91a66acfd,99.51,0.72118104000905,14,530
0a1c253f-c19b-492c-a328-1e497e968f26,203.98000000000002,3.8784662570732515,767,447
0a20d55a-713d-404d-9e0a-c877f4e0089c,212,0.4924164904604178,426,440
0a330445-ad74-4009-a45a-cdea3bc9ed7d,1338.55,0.5487615981737195,356,530
0a35fcf9-ba96-46b7-a20a-820f5de8ac35,84.96000000000001,14.735661045218116,11022,530
0a3f1017-4372-4eef-8207-977ce041322f,490,0,6,384
0a41f2a0-455c-4a1e-9ffb-efd46e8bf3d2,215.88,0,926,216
0a48a7e9-cd84-4c6b-baf5-3ee94bb454fc,83.58,0.6675835975983112,102,576
0a4e9e1a-acb4-4b44-86a9-0f6ee0b84476,204.96,0,23,573
0a532fc4-40b4-4c7b-9b9b-2d8592ecdef5,21.14,0,3,1
0a5c8526-4f5c-4f95-a80e-e748aca4e706,167.92000000000002,2.7174826579756566,1018,440
0a64b9ea-24aa-4e5d-a486-e2e695e8e665,72.24,4.2558139534883725,2385,530
0a657191-d859-41d5-8b04-2a0c8bdf7d54,111.47,0.9216970628958495,1246,530
0a6939c0-c30d-4293-be80-9fd49b1a5a08,71.76,9.133186686568726,749,431
0a6e6cac-c526-4c24-8ea7-ffa466987ecf,48.79,0,30,232
0a80a940-bf9b-48bf-9bdb-81711bc973b3,769.28,1.1780655253324062,1037,530
0a96c956-a59b-4094-9fdd-58d9cdda7be2,540.33,0.7233137100073751,108,365
0a98b7a9-418a-4fb4-8b01-b0bf0a9df208,83.17,1.8580428481276674,307,402
0a9ca402-32d9-43db-a67f-42c58def46a4,206.52,3.628647384636393,710,224
0ab858e8-5908-4424-b808-e9065ca02d44,38.87,0.5924038355185351,180,281
0ac03d19-9084-4771-b8e1-6d4fe23e54d0,193.65,0,9,19
0ac34eb9-d452-48d9-bd19-b621e0f2613d,254.52,0.7793343932047533,664,219
0ad55c7d-0216-4b66-8e62-398ccd5df01e,221.9,0.6509428521999884,123,530
0ad96ee9-f9b3-447a-b6cc-0c5b4211871b,58.85,0,44,540
0aecf9ac-5365-454b-8772-b5e858c641c9,70.94,1.629535157832701,982,540
0af11cda-32f6-4330-a308-ebd7be7f55df,132.92000000000002,0,11,14
0b04db3f-68da-4725-bf6a-a69adba46a36,106.03,0.3628118238741385,188,384
0b19e37c-eb0b-42a1-97c1-24eebc91023d,44.83,0,64,530
0b213468-c893-406c-86f2-448c7468a8f2,32.61,3.8788347662602325,2871,344
0b397268-97ed-4d1c-83c3-3da4a175a842,427.46000000000004,0.27715418919270857,50,530
0b39eb72-333d-4d56-97b3-6d734be23636,156.21,3.154169728292727,895,530
0b43d890-4d1c-49e5-9d85-9d7708200e5b,57.94,0.23738757615808648,61,393
0b50520a-b92a-471b-ad08-bfec2275d5a7,94.95,0,17,309
0b5a620d-1a3d-4d13-a2c7-d52492a08550,248.22,0.4274968287526427,35,336
0b6034bb-64f9-41bf-90b8-30680e10ff5a,64.54,0,221,576
0b734bc8-0d9a-421b-8fb6-c3b605a8c3a7,133.5,0,2,432
0b927d51-4102-4877-bdef-33af018c6675,179.39000000000001,2.152431626746161,51,378
0b971040-46ea-41e7-b9b4-4c9017be6662,183.38,2.4492924386519666,306,530
0b9cfc78-ccaa-462f-bd51-e59a60b5bf88,117.02,2.052467323277236,575,530
0ba1a678-499a-4ede-bb94-58149e143c93,179.67000000000002,2.557756216593074,156,481
0baf9fc0-ab2f-412e-8ee0-053e67c311b0,179.71,0,8,18
0bb8bd08-4bf5-43e9-927a-6fdcae5a759c,71.33,4.372066155904172,20,348
0bbc0d2c-16a1-4543-9555-0a9ddcbe7ef1,81.67,2.2343194445820007,547,530
0bc74ed9-c997-4901-bce0-f7de76005264,53.74,1.0613534334645014,245,530
0bcdc9df-06dc-49ec-9983-bb4dc84aba3e,40.14,0,11,27
0bce60ff-aaa9-4476-a7e8-1c452241c84e,123.81,0.7915671609150153,3564,530
0bd95762-51a3-42e1-9aa1-d649f390524b,140.93,8.671471385532696,11107,530
0bf1dba3-ae9a-4430-b734-74a96945ada6,42.44,0,5,27
0bfc1dd8-f2d5-4244-a4ab-a0d147879f3f,55.35,8.188208254860024,1146,530
0c1bd100-972c-4ab2-9843-52dad0519254,154.22,0,3,35
0c241201-0290-4aaf-b13e-08bfe11aa4d9,826.66,0.04619535228365574,12,397
0c277d08-559b-48b2-9775-75bb87aa1f46,84.32000000000001,0,15,19
0c2a1150-b1a1-4a08-aa92-f15b77ec8105,164.21,3.4716566781428426,515,417
0c3c4d5d-7270-4480-87fb-ea96200f324f,109.28,0.5088646437095123,40,299
0c43b3a0-c44a-4ce3-90f7-f7dd3fdf3d60,186,1.3955908332920568,176,308
0c4fad95-7f10-465f-8e92-3b1d954e6e86,136.08,0,42,364
0c52b78d-8fed-43ad-8c75-23ee7e0d37e2,81.04,1.6800235829877201,169,446
0c5b90ba-37df-420d-9876-27636bd01912,70.96000000000001,0.3924560067814703,665,0
0c6a892d-f759-45e3-b728-1b0a9809d6ba,51.49,6.779441318327975,134,294
0c6ff9fd-41b4-4edf-b30f-f27dea08f1fe,75.16,0,67,12
0c721e40-0e69-4029-9dd5-eedc990a89d7,472.89,0,4,530
