"id_seller","plan_type","freight_ratio","faturamento","variacao_total","var1","var2","var3"
f465c7f1-1acb-47b7-9782-fb32f0695a86,small,0.43,0,1.7092624211789766,1.5052490997920647,1.59169474393531,0.7134122893360005
f5a338f6-8aed-4bae-98e2-9276cb3155cf,small,0.8,0,1.0,0.0,1.0,1.0
f5da2dba-b63b-4310-9d43-56dc8f8f3e1e,small,0.45,0,1.9028386980677958,2.2074588928627663,1.02341114971927,0.8422852704996789
f6167a33-7451-4c20-be62-2217a33d91c6,lite,0.21,0,1.0,0.0,1.0,1.0
f6603d86-ea9c-4847-98be-6c1a6238305b,small,0.07,4,0.8837762237762237,1.5495367132867133,0.5703486830600167,0.0
f77f9baf-f86c-45be-9188-1424b87e13d3,small,0.18,1,1.0,0.0,1.0,1.0
f7ab5633-932c-47c4-803a-cc083a66692a,small,0.14,0,2.5382647467290402,0.19627585702799502,9.375942649660182,1.3792884307942843
f7ce0ece-6e51-4091-8c56-10f7ebeef176,small,0.15,0,0.3360168468302107,0.22259430768429478,2.764481905926773,0.5460510496357582
f80c7eb0-1a7f-4df4-8c5c-293060ef66cb,small,0.05,3,2.671226380945486,0.7961232172591037,5.555272646257793,0.6039834344128792
f8f65252-b638-4f84-b012-ba49f19f39b8,small,0.04,0,1.0,0.0,1.0,1.0
f930073d-d38f-43e6-a170-8ad0deb77403,small,0.0,0,1.0,0.0,1.0,1.0
f95ac20a-33a9-4b5e-bdfe-3f10c56fe885,small,0.28,0,1.3256420573585115,0.33686678784010654,0.9028378434037646,4.358713503649635
f990357b-945c-49af-a855-459c793cddf3,small,0.89,0,1.0,0.0,1.0,1.0
f9b6138c-58e4-43b2-8071-a480577351f4,small,0.64,0,0.38624762286057457,0.0,1.0,0.38624762286057457
f9f204dc-a372-4caa-8572-80423892b73e,mid,0.03,0,33.118760216881114,3.947560087399854,2.012261582615826,4.169278303211186
fa1e05f4-c552-4963-8f59-47c6206341d9,small,0.23,0,0.1259943909279356,0.22805511522985,1.431518275338452,0.3859352939858217
fa3505d0-a82d-4c93-9179-eebb609915c9,small,0.0,0,1.0,0.0,1.0,1.0
fa5db4f9-dd90-4610-9c41-7799f1cc46d6,lite,0.14,0,2.865908918980255,1.749402375368787,0.342768866200944,4.779377164375871
faf4499e-a3ce-4ab6-91ad-f3eecfb6fd49,small,0.16,0,1.0,0.0,1.0,1.0
fb1aea3b-db30-40fd-b4d1-090d5d847687,small,0.1,2,0.3346144940958556,0.3346144940958556,0.0,1.0
fb68f2d0-9c71-41b2-8e2c-c450a4cd495c,small,0.38,0,1.501878212732305,2.2793876744054677,0.8449023592386995,0.7798480648804024
fb98f622-c469-4fe2-aa84-203aab0dcc61,small,0.15,1,0.7953195948305972,0.7953195948305972,0.0,1.0
fbe28260-a22f-42d0-9b4b-f39a2cff6aca,small,0.15,0,0.5661571037545835,0.3534318029231008,2.5699568934024986,0.6233120113717129
fc2b2f71-7633-4df4-8a12-f8366a7f718c,branded_seller,0.08,0,0.37960673081806706,0.3484315724906918,2.709794973285417,0.40204991124223627
fc3c56c2-4b65-4b9b-b877-1faf8d854028,small,0.36,0,0.20077930844046268,0.7991593286902097,0.22436365032441352,1.1197809719370295
fcbe3bc8-1df0-4c5e-9edc-8a3ecc4b7828,small,0.35,2,1.9644735906732065,2.440552356579228,0.8391771345348626,0.9591895175286357
fcd50e5d-b669-4fcc-9498-6c962e232320,small,0.5,2,15.716244158051266,8.991955813624132,1.8554751607284043,0.9419751766006101
fdde25bc-de06-4951-a20e-dcad3a570614,small,0.5,0,4.903628977394211,3.878515754077011,1.454384628491816,0.8693061801140572
fe2e0a3e-711f-4b30-a7a0-49562e9e0f78,lite,0.02,0,0.38338346808754564,0.8590267124521628,0.9764125312598307,0.45708120984906175
